OG2_0	ENSG00000178201,NONE,ENSBTAG00000047568
OG8004_0	ENSG00000103544,ENSRNOG00000016063,ENSBTAG00000019412
OG8005_0	ENSG00000116885,ENSRNOG00000026978,ENSBTAG00000007994
OG8006_0	ENSG00000136842,ENSRNOG00000009761,ENSBTAG00000014719
OG8007_0	ENSG00000181817,ENSRNOG00000025716,ENSBTAG00000024096
OG8008_0	ENSG00000196182,ENSRNOG00000025679,ENSBTAG00000015969
OG8009_0	ENSG00000114388,ENSRNOG00000021660,ENSBTAG00000019161
OG8010_0	ENSG00000182132,ENSRNOG00000005365,ENSBTAG00000002865
OG8011_0	ENSG00000009307,ENSRNOG00000030302,ENSBTAG00000000678
OG8012_0	ENSG00000118200,ENSRNOG00000008741,ENSBTAG00000008153
OG8013_0	ENSG00000052723,ENSRNOG00000017502,ENSBTAG00000015977
OG8014_0	ENSG00000214575,ENSRNOG00000019161,ENSBTAG00000000623
OG8015_0	ENSG00000094755,ENSRNOG00000032417,ENSBTAG00000002779
OG8016_0	ENSG00000118193,ENSRNOG00000037211,ENSBTAG00000021874
OG8017_0	ENSG00000188878,ENSRNOG00000008577,ENSBTAG00000030175
OG8018_0	ENSG00000072609,ENSRNOG00000037430,ENSBTAG00000013951
OG8019_0	ENSG00000156427,ENSRNOG00000048389,ENSBTAG00000000128
OG8020_0	ENSG00000157734,ENSRNOG00000022852,ENSBTAG00000016821
OG8021_0	ENSG00000166794,ENSRNOG00000016781,ENSBTAG00000016822
OG8022_0	ENSG00000092929,ENSRNOG00000007439,ENSBTAG00000013556
OG8023_0	ENSG00000005189,ENSRNOG00000014513,ENSBTAG00000006449
OG8024_0	ENSG00000088543,ENSRNOG00000015718,ENSBTAG00000010165
OG8025_0	ENSG00000169570,ENSRNOG00000024695,ENSBTAG00000002143
OG8026_0	ENSG00000114735,ENSRNOG00000015458,ENSBTAG00000004120
OG8027_0	ENSG00000114737,ENSRNOG00000029543,ENSBTAG00000022622
OG8028_0	ENSG00000172578,ENSRNOG00000001908,ENSBTAG00000037951
OG8029_0	ENSG00000151690,ENSRNOG00000012663,ENSBTAG00000007719
OG8030_0	ENSG00000164484,ENSRNOG00000047783,ENSBTAG00000040543
OG8031_0	ENSG00000054116,ENSRNOG00000010550,ENSBTAG00000005732
OG8032_0	ENSG00000162032,ENSRNOG00000015300,ENSBTAG00000016558
OG8033_0	ENSG00000070748,ENSRNOG00000025012,ENSBTAG00000016814
OG8034_0	ENSG00000125107,ENSRNOG00000012271,ENSBTAG00000020782
OG8035_0	ENSG00000148602,ENSRNOG00000012790,ENSBTAG00000003442
OG8036_0	ENSG00000116863,ENSRNOG00000010849,ENSBTAG00000021715
OG8037_0	ENSG00000204033,ENSRNOG00000022726,ENSBTAG00000023987
OG8038_0	ENSG00000145781,ENSRNOG00000003958,ENSBTAG00000019071
OG8039_0	ENSG00000108479,ENSRNOG00000006359,ENSBTAG00000014964
OG8040_0	ENSG00000148600,ENSRNOG00000013330,ENSBTAG00000001231
OG8041_0	ENSG00000175193,ENSRNOG00000023271,ENSBTAG00000014460
OG8042_0	ENSG00000092850,ENSRNOG00000011033,ENSBTAG00000021714
OG8044_0	ENSG00000099769,NONE,ENSBTAG00000033299
OG8045_0	ENSG00000066279,ENSRNOG00000012318,ENSBTAG00000007860
OG8046_0	ENSG00000092853,ENSRNOG00000011332,ENSBTAG00000002826
OG8047_0	ENSG00000181744,ENSRNOG00000008519,ENSBTAG00000007933
OG8048_0	ENSG00000064933,ENSRNOG00000004076,ENSBTAG00000018795
OG8049_0	ENSG00000177192,ENSRNOG00000037500,ENSBTAG00000012990
OG8050_0	ENSG00000166831,ENSRNOG00000015896,ENSBTAG00000011037
OG8051_0	ENSG00000129596,ENSRNOG00000000158,ENSBTAG00000017442
OG8052_0	ENSG00000143278,ENSRNOG00000012613,ENSBTAG00000000070
OG8053_0	ENSG00000178217,ENSRNOG00000042623,ENSBTAG00000003910
OG8054_0	ENSG00000198853,ENSRNOG00000045843,ENSBTAG00000011403
OG8055_0	ENSG00000128694,ENSRNOG00000004001,ENSBTAG00000012557
OG8056_0	ENSG00000131686,ENSRNOG00000021355,ENSBTAG00000009515
OG8057_0	ENSG00000116819,ENSRNOG00000027595,ENSBTAG00000001959
OG8058_0	ENSG00000107185,ENSRNOG00000016309,ENSBTAG00000011433
OG8059_0	ENSG00000020129,ENSRNOG00000011751,ENSBTAG00000016696
OG8060_0	ENSG00000070610,ENSRNOG00000016364,ENSBTAG00000011431
OG8061_0	ENSG00000108219,ENSRNOG00000010813,ENSBTAG00000003907
OG8062_0	ENSG00000161526,ENSRNOG00000005482,ENSBTAG00000011717
OG8063_0	ENSG00000144591,ENSRNOG00000019946,ENSBTAG00000002995
OG8064_0	ENSG00000150477,ENSRNOG00000029466,ENSBTAG00000044087
OG8065_0	ENSG00000122378,ENSRNOG00000011140,ENSBTAG00000021416
OG8067_0	ENSG00000108469,NONE,ENSBTAG00000011715
OG8068_0	ENSG00000107371,ENSRNOG00000012409,ENSBTAG00000018925
OG8069_0	ENSG00000170788,ENSRNOG00000011165,ENSBTAG00000032858
OG8070_0	ENSG00000175311,ENSRNOG00000046181,ENSBTAG00000009837
OG8071_0	ENSG00000127585,ENSRNOG00000022248,ENSBTAG00000019008
OG8072_0	ENSG00000165272,ENSRNOG00000009797,ENSBTAG00000008493
OG8073_0	ENSG00000120725,ENSRNOG00000019826,ENSBTAG00000033747
OG8074_0	ENSG00000103043,ENSRNOG00000017219,ENSBTAG00000023795
OG8075_0	ENSG00000198598,ENSRNOG00000023643,ENSBTAG00000002145
OG8076_0	ENSG00000140612,ENSRNOG00000011029,ENSBTAG00000011239
OG8077_0	ENSG00000129103,ENSRNOG00000000922,ENSBTAG00000008190
OG8078_0	ENSG00000136383,ENSRNOG00000011659,ENSBTAG00000001618
OG8079_0	ENSG00000103316,ENSRNOG00000046654,ENSBTAG00000009842
OG8080_0	ENSG00000061936,ENSRNOG00000000931,ENSBTAG00000000439
OG8081_0	ENSG00000120727,ENSRNOG00000019934,ENSBTAG00000008224
OG8083_0	ENSG00000196422,NONE,ENSBTAG00000030317
OG8084_0	ENSG00000140740,ENSRNOG00000036742,ENSBTAG00000021651
OG8085_0	ENSG00000106153,NONE,ENSBTAG00000040295
OG8086_0	ENSG00000171621,ENSRNOG00000017212,ENSBTAG00000024539
OG8087_0	ENSG00000176095,ENSRNOG00000019932,ENSBTAG00000011595
OG8088_0	ENSG00000198765,ENSRNOG00000016835,ENSBTAG00000032071
OG8089_0	ENSG00000171612,ENSRNOG00000016949,ENSBTAG00000003177
OG8090_0	ENSG00000107175,ENSRNOG00000016452,ENSBTAG00000011429
OG8091_0	ENSG00000116750,ENSRNOG00000003545,ENSBTAG00000013620
OG8092_0	ENSG00000170464,ENSRNOG00000019995,ENSBTAG00000002286
OG8093_0	ENSG00000189091,ENSRNOG00000017724,ENSBTAG00000010627
OG8094_0	ENSG00000138606,ENSRNOG00000028685,ENSBTAG00000020934
OG8095_0	ENSG00000116741,ENSRNOG00000003687,ENSBTAG00000034366
OG8096_0	ENSG00000173272,ENSRNOG00000001834,ENSBTAG00000014646
OG8096_1	ENSG00000152082,NONE,NONE
OG8097_0	ENSG00000090104,ENSRNOG00000003895,ENSBTAG00000021672
OG8098_0	ENSG00000134200,ENSRNOG00000016793,ENSBTAG00000006295
OG8099_0	ENSG00000134198,ENSRNOG00000023338,ENSBTAG00000015961
OG8100_0	ENSG00000165731,ENSRNOG00000014751,ENSBTAG00000000570
OG8101_0	ENSG00000111452,ENSRNOG00000023536,ENSBTAG00000013848
OG8102_0	ENSG00000132341,ENSRNOG00000000938,ENSBTAG00000014223
OG8103_0	ENSG00000060709,ENSRNOG00000022893,ENSBTAG00000009797
OG8104_0	ENSG00000109854,ENSRNOG00000022189,ENSBTAG00000013419
OG8105_0	ENSG00000241258,ENSRNOG00000000901,ENSBTAG00000037489
OG8106_0	ENSG00000103051,ENSRNOG00000017745,ENSBTAG00000012988
OG8107_0	ENSG00000152904,ENSRNOG00000016767,ENSBTAG00000013068
OG8108_0	ENSG00000158042,ENSRNOG00000019497,ENSBTAG00000024781
OG8109_0	ENSG00000181035,ENSRNOG00000020345,ENSBTAG00000001816
OG8110_0	ENSG00000197948,ENSRNOG00000039415,NONE
OG8111_0	ENSG00000163710,ENSRNOG00000046848,ENSBTAG00000016026
OG8112_0	ENSG00000106609,ENSRNOG00000000893,ENSBTAG00000002935
OG8113_0	ENSG00000174175,ENSRNOG00000002794,ENSBTAG00000020755
OG8114_0	ENSG00000144369,ENSRNOG00000004783,ENSBTAG00000001683
OG8116_0	ENSG00000157353,NONE,ENSBTAG00000012985
OG8117_0	ENSG00000157350,ENSRNOG00000017932,ENSBTAG00000046156
OG8118_0	ENSG00000167193,ENSRNOG00000025792,ENSBTAG00000005665
OG8119_0	ENSG00000118217,ENSRNOG00000024632,ENSBTAG00000005227
OG8120_0	ENSG00000108953,ENSRNOG00000005290,ENSBTAG00000005664
OG8121_0	ENSG00000145882,ENSRNOG00000019643,ENSBTAG00000019951
OG8122_0	ENSG00000090565,ENSRNOG00000032152,ENSBTAG00000016591
OG8123_0	ENSG00000164284,ENSRNOG00000042682,ENSBTAG00000019950
OG8124_0	ENSG00000151948,ENSRNOG00000000961,ENSBTAG00000020430
OG8125_0	ENSG00000242612,ENSRNOG00000050424,ENSBTAG00000026429
OG8126_0	ENSG00000090857,ENSRNOG00000022593,ENSBTAG00000016471
OG8127_0	ENSG00000138286,ENSRNOG00000006554,ENSBTAG00000019130
OG8128_0	ENSG00000139370,ENSRNOG00000000962,ENSBTAG00000009167
OG8129_0	ENSG00000162999,ENSRNOG00000008868,ENSBTAG00000020961
OG8130_0	ENSG00000213551,ENSRNOG00000006619,ENSBTAG00000000949
OG8131_0	ENSG00000114127,ENSRNOG00000042951,ENSBTAG00000011524
OG8132_0	ENSG00000143183,ENSRNOG00000003928,ENSBTAG00000010009
OG8133_0	ENSG00000175066,ENSRNOG00000010942,ENSBTAG00000018138
OG8135_0	ENSG00000118507,NONE,ENSBTAG00000000240
OG8136_0	ENSG00000150275,ENSRNOG00000000606,ENSBTAG00000045905
OG8136_1	NONE,ENSRNOG00000045782,NONE
OG8137_0	ENSG00000090863,ENSRNOG00000018668,ENSBTAG00000002303
OG8138_0	ENSG00000140382,ENSRNOG00000016905,ENSBTAG00000020441
OG8139_0	ENSG00000198929,ENSRNOG00000002985,ENSBTAG00000010158
OG8140_0	ENSG00000096717,ENSRNOG00000000380,ENSBTAG00000014023
OG8141_0	ENSG00000162998,ENSRNOG00000007765,ENSBTAG00000010977
OG8142_0	ENSG00000188554,ENSRNOG00000020730,ENSBTAG00000001632
OG8143_0	ENSG00000108176,ENSRNOG00000000379,ENSBTAG00000010932
OG8144_0	ENSG00000140391,ENSRNOG00000016474,ENSBTAG00000002415
OG8145_0	ENSG00000103089,ENSRNOG00000018950,ENSBTAG00000012222
OG8146_0	ENSG00000167315,ENSRNOG00000013766,ENSBTAG00000002863
OG8147_0	ENSG00000196821,ENSRNOG00000038883,ENSBTAG00000034493
OG8148_0	ENSG00000012048,ENSRNOG00000020701,ENSBTAG00000022520
OG8149_0	ENSG00000164062,ENSRNOG00000029572,ENSBTAG00000011583
OG8150_0	ENSG00000140368,ENSRNOG00000016413,ENSBTAG00000021144
OG8151_0	ENSG00000112282,ENSRNOG00000013422,ENSBTAG00000012418
OG8152_0	ENSG00000078018,ENSRNOG00000011841,ENSBTAG00000018130
OG8153_0	ENSG00000124664,ENSRNOG00000000491,ENSBTAG00000021993
OG8154_0	ENSG00000103091,ENSRNOG00000018967,ENSBTAG00000016878
OG8155_0	ENSG00000166569,ENSRNOG00000016928,ENSBTAG00000038739
OG8156_0	ENSG00000108828,ENSRNOG00000020684,ENSBTAG00000007390
OG8157_0	ENSG00000160049,ENSRNOG00000013603,ENSBTAG00000013535
OG8158_0	ENSG00000174705,ENSRNOG00000004063,ENSBTAG00000009019
OG8159_0	ENSG00000142655,ENSRNOG00000013498,ENSBTAG00000013538
OG8160_0	ENSG00000131469,ENSRNOG00000020674,ENSBTAG00000017441
OG8161_0	ENSG00000117906,ENSRNOG00000015780,ENSBTAG00000015780
OG8162_0	ENSG00000214357,ENSRNOG00000027606,ENSBTAG00000001429
OG8163_0	ENSG00000197713,ENSRNOG00000038085,ENSBTAG00000047806
OG8165_0	ENSG00000169738,NONE,ENSBTAG00000008747
OG8167_0	NONE,ENSRNOG00000013140,ENSBTAG00000014455
OG8168_0	ENSG00000123453,ENSRNOG00000006916,ENSBTAG00000004510
OG8169_0	ENSG00000166822,ENSRNOG00000049019,ENSBTAG00000015428
OG8170_0	ENSG00000113719,ENSRNOG00000003508,ENSBTAG00000015955
OG8171_0	ENSG00000144445,ENSRNOG00000028149,ENSBTAG00000021600
OG8172_0	ENSG00000161904,ENSRNOG00000025864,ENSBTAG00000015538
OG8173_0	ENSG00000204138,ENSRNOG00000046922,ENSBTAG00000002727
OG8174_0	ENSG00000169683,ENSRNOG00000045926,ENSBTAG00000004111
OG8175_0	ENSG00000164463,ENSRNOG00000020769,ENSBTAG00000002020
OG8176_0	ENSG00000113734,ENSRNOG00000020753,ENSBTAG00000002021
OG8177_0	ENSG00000140386,ENSRNOG00000006864,ENSBTAG00000007382
OG8178_0	ENSG00000113739,ENSRNOG00000020729,ENSBTAG00000001823
OG8179_0	ENSG00000198796,ENSRNOG00000017421,ENSBTAG00000014284
OG8180_0	ENSG00000145919,ENSRNOG00000020717,ENSBTAG00000034598
OG8181_0	ENSG00000165476,ENSRNOG00000000645,ENSBTAG00000019755
OG8182_0	ENSG00000183763,ENSRNOG00000030101,ENSBTAG00000004877
OG8183_0	ENSG00000118523,ENSRNOG00000015036,ENSBTAG00000006367
OG8184_0	ENSG00000164077,ENSRNOG00000018502,ENSBTAG00000020047
OG8185_0	ENSG00000115365,ENSRNOG00000013557,ENSBTAG00000015066
OG8186_0	ENSG00000123454,ENSRNOG00000006641,ENSBTAG00000004508
OG8187_0	ENSG00000153827,ENSRNOG00000016963,ENSBTAG00000021653
OG8188_0	ENSG00000079950,ENSRNOG00000015670,ENSBTAG00000017139
OG8189_0	ENSG00000103381,ENSRNOG00000015118,ENSBTAG00000007142
OG8190_0	ENSG00000174231,ENSRNOG00000003495,ENSBTAG00000011488
OG8191_0	ENSG00000169758,ENSRNOG00000015201,ENSBTAG00000012489
OG8193_0	ENSG00000091164,NONE,ENSBTAG00000015731
OG8194_0	ENSG00000187957,ENSRNOG00000016640,ENSBTAG00000016063
OG8195_0	ENSG00000148572,ENSRNOG00000000641,ENSBTAG00000012476
OG8196_0	ENSG00000138311,ENSRNOG00000000638,ENSBTAG00000010591
OG8197_0	ENSG00000131061,ENSRNOG00000017086,ENSBTAG00000039313
OG8198_0	ENSG00000129933,ENSRNOG00000020526,ENSBTAG00000006124
OG8199_0	ENSG00000126581,ENSRNOG00000020513,ENSBTAG00000019914
OG8200_0	ENSG00000153820,ENSRNOG00000016388,ENSBTAG00000021328
OG8201_0	ENSG00000182010,ENSRNOG00000000636,ENSBTAG00000014020
OG8202_0	ENSG00000167711,ENSRNOG00000003233,ENSBTAG00000020859
OG8203_0	ENSG00000123977,ENSRNOG00000016247,ENSBTAG00000021327
OG8204_0	ENSG00000154975,ENSRNOG00000002626,ENSBTAG00000034681
OG8205_0	ENSG00000115009,ENSRNOG00000015992,ENSBTAG00000021326
OG8206_0	ENSG00000102900,ENSRNOG00000018564,ENSBTAG00000006611
OG8207_0	ENSG00000141198,ENSRNOG00000002474,ENSBTAG00000007013
OG8208_0	ENSG00000183346,ENSRNOG00000000634,ENSBTAG00000010967
OG8209_0	ENSG00000132386,ENSRNOG00000003172,ENSBTAG00000009705
OG8210_0	ENSG00000073060,ENSRNOG00000000981,ENSBTAG00000014269
OG8211_0	ENSG00000105676,ENSRNOG00000020280,ENSBTAG00000013291
OG8212_0	ENSG00000186260,ENSRNOG00000046697,ENSBTAG00000008728
OG8213_0	ENSG00000186532,ENSRNOG00000026783,ENSBTAG00000009708
OG8214_0	ENSG00000125124,ENSRNOG00000019020,ENSBTAG00000014923
OG8215_0	ENSG00000041357,ENSRNOG00000013493,ENSBTAG00000014440
OG8216_0	ENSG00000064607,ENSRNOG00000020269,ENSBTAG00000013288
OG8217_0	ENSG00000173744,ENSRNOG00000015619,ENSBTAG00000021323
OG8218_0	ENSG00000108924,ENSRNOG00000002456,ENSBTAG00000006618
OG8219_0	ENSG00000188266,ENSRNOG00000013419,ENSBTAG00000001786
OG8220_0	ENSG00000125967,ENSRNOG00000016380,ENSBTAG00000003946
OG8221_0	ENSG00000135900,ENSRNOG00000015231,ENSBTAG00000011514
OG8222_0	ENSG00000117586,ENSRNOG00000002968,ENSBTAG00000002894
OG8223_0	ENSG00000087263,ENSRNOG00000019288,ENSBTAG00000001171
OG8224_0	ENSG00000132383,ENSRNOG00000003123,ENSBTAG00000009711
OG8225_0	ENSG00000094975,ENSRNOG00000026542,ENSBTAG00000010169
OG8226_0	ENSG00000108963,ENSRNOG00000003116,ENSBTAG00000009376
OG8227_0	ENSG00000171824,ENSRNOG00000010719,ENSBTAG00000002590
OG8228_0	ENSG00000134440,ENSRNOG00000017852,ENSBTAG00000019271
OG8229_0	ENSG00000140694,ENSRNOG00000002912,ENSBTAG00000018097
OG8230_0	ENSG00000101447,ENSRNOG00000015794,ENSBTAG00000000660
OG8231_0	ENSG00000141179,ENSRNOG00000002425,ENSBTAG00000018706
OG8232_0	ENSG00000147471,ENSRNOG00000013751,ENSBTAG00000011075
OG8234_0	NONE,ENSRNOG00000008146,ENSBTAG00000016741
OG8235_0	ENSG00000103429,ENSRNOG00000003151,ENSBTAG00000021521
OG8236_0	ENSG00000088298,ENSRNOG00000019299,ENSBTAG00000003815
OG8237_0	ENSG00000178882,ENSRNOG00000001011,ENSBTAG00000039688
OG8238_0	ENSG00000180914,ENSRNOG00000005806,ENSBTAG00000019772
OG8239_0	ENSG00000084070,ENSRNOG00000011421,ENSBTAG00000021922
OG8240_0	ENSG00000105669,ENSRNOG00000020178,ENSBTAG00000000810
OG8241_0	ENSG00000153066,ENSRNOG00000002452,ENSBTAG00000014823
OG8242_0	ENSG00000141699,ENSRNOG00000020056,ENSBTAG00000032493
OG8243_0	ENSG00000108091,ENSRNOG00000024019,ENSBTAG00000003189
OG8244_0	ENSG00000150712,ENSRNOG00000022929,ENSBTAG00000012278
OG8246_0	NONE,ENSRNOG00000020340,ENSBTAG00000008753
OG8247_0	ENSG00000171819,ENSRNOG00000009589,ENSBTAG00000015340
OG8248_0	ENSG00000167721,ENSRNOG00000002980,ENSBTAG00000004225
OG8249_0	ENSG00000125149,ENSRNOG00000014668,ENSBTAG00000005058
OG8250_0	ENSG00000066136,ENSRNOG00000010735,ENSBTAG00000021943
OG8251_0	ENSG00000166426,ENSRNOG00000023633,ENSBTAG00000012909
OG8252_0	ENSG00000108788,ENSRNOG00000019983,ENSBTAG00000046670
OG8253_0	ENSG00000187840,ENSRNOG00000012582,ENSBTAG00000027654
OG8254_0	ENSG00000156574,ENSRNOG00000000556,ENSBTAG00000013090
OG8255_0	ENSG00000100079,ENSRNOG00000008539,ENSBTAG00000021615
OG8256_0	ENSG00000205084,ENSRNOG00000021517,ENSBTAG00000015432
OG8257_0	ENSG00000005007,ENSRNOG00000020134,ENSBTAG00000020922
OG8258_0	ENSG00000140395,ENSRNOG00000012803,ENSBTAG00000015944
OG8259_0	ENSG00000124701,ENSRNOG00000012303,ENSBTAG00000005974
OG8260_0	ENSG00000131242,ENSRNOG00000014135,ENSBTAG00000016972
OG8261_0	ENSG00000124596,ENSRNOG00000012679,ENSBTAG00000005975
OG8262_0	ENSG00000129691,ENSRNOG00000014875,ENSBTAG00000000978
OG8263_0	ENSG00000160050,ENSRNOG00000047578,ENSBTAG00000015104
OG8264_0	ENSG00000147465,ENSRNOG00000015052,ENSBTAG00000033345
OG8265_0	ENSG00000175324,ENSRNOG00000015375,ENSBTAG00000001612
OG8266_0	ENSG00000084652,ENSRNOG00000048242,ENSBTAG00000012867
OG8267_0	ENSG00000001167,ENSRNOG00000012702,ENSBTAG00000009905
OG8268_0	ENSG00000095485,ENSRNOG00000012763,ENSBTAG00000007594
OG8269_0	ENSG00000125877,ENSRNOG00000021233,ENSBTAG00000013776
OG8270_0	ENSG00000154099,ENSRNOG00000015590,ENSBTAG00000018771
OG8271_0	ENSG00000111361,ENSRNOG00000001039,ENSBTAG00000007269
OG8272_0	ENSG00000147535,ENSRNOG00000015568,ENSBTAG00000027635
OG8273_0	ENSG00000121774,ENSRNOG00000046794,ENSBTAG00000012497
OG8274_0	ENSG00000103160,ENSRNOG00000015576,ENSBTAG00000018770
OG8275_0	ENSG00000178691,ENSRNOG00000047472,ENSBTAG00000018752
OG8276_0	ENSG00000100983,ENSRNOG00000018964,ENSBTAG00000003504
OG8277_0	ENSG00000074276,ENSRNOG00000017917,ENSBTAG00000025340
OG8278_0	ENSG00000121775,ENSRNOG00000023746,ENSBTAG00000016954
OG8279_0	ENSG00000117523,ENSRNOG00000003290,ENSBTAG00000001821
OG8280_0	ENSG00000140943,ENSRNOG00000015173,ENSBTAG00000010170
OG8281_0	ENSG00000111364,ENSRNOG00000001043,ENSBTAG00000007266
OG8282_0	ENSG00000166558,ENSRNOG00000025503,ENSBTAG00000040086
OG8283_0	ENSG00000166411,ENSRNOG00000010277,ENSBTAG00000006227
OG8284_0	ENSG00000165046,ENSRNOG00000026180,ENSBTAG00000015444
OG8285_0	ENSG00000188026,ENSRNOG00000001055,ENSBTAG00000008061
OG8286_0	ENSG00000184209,ENSRNOG00000001060,ENSBTAG00000008060
OG8287_0	ENSG00000116132,ENSRNOG00000003720,ENSBTAG00000004570
OG8289_0	ENSG00000242110,NONE,ENSBTAG00000021813
OG8290_0	ENSG00000120370,ENSRNOG00000003861,ENSBTAG00000003295
OG8291_0	ENSG00000113194,ENSRNOG00000017607,ENSBTAG00000017744
OG8292_0	ENSG00000167925,ENSRNOG00000018906,ENSBTAG00000000666
OG8293_0	ENSG00000203740,ENSRNOG00000025415,ENSBTAG00000021298
OG8294_0	ENSG00000084623,ENSRNOG00000047185,ENSBTAG00000014388
OG8295_0	ENSG00000169499,ENSRNOG00000038365,ENSBTAG00000003509
OG8296_0	ENSG00000039560,ENSRNOG00000028872,ENSBTAG00000007071
OG8297_0	ENSG00000169490,ENSRNOG00000016559,ENSBTAG00000003516
OG8298_0	ENSG00000120942,ENSRNOG00000009575,ENSBTAG00000014014
OG8299_0	ENSG00000113456,ENSRNOG00000018063,ENSBTAG00000019209
OG8300_0	ENSG00000000460,ENSRNOG00000002587,ENSBTAG00000014793
OG8301_0	ENSG00000113460,ENSRNOG00000018021,ENSBTAG00000019211
OG8302_0	ENSG00000112559,ENSRNOG00000014987,ENSBTAG00000019343
OG8304_0	ENSG00000130520,NONE,ENSBTAG00000008578
OG8305_0	ENSG00000086232,ENSRNOG00000001050,ENSBTAG00000007370
OG8306_0	ENSG00000072736,ENSRNOG00000018618,ENSBTAG00000004368
OG8307_0	ENSG00000007908,ENSRNOG00000002723,ENSBTAG00000007307
OG8308_0	ENSG00000106305,ENSRNOG00000001044,ENSBTAG00000007367
OG8309_0	ENSG00000112561,ENSRNOG00000014666,ENSBTAG00000012384
OG8310_0	ENSG00000160058,ENSRNOG00000008338,ENSBTAG00000020655
OG8311_0	ENSG00000167264,ENSRNOG00000019819,ENSBTAG00000014644
OG8312_0	ENSG00000273274,ENSRNOG00000026898,ENSBTAG00000046044
OG8313_0	ENSG00000182810,ENSRNOG00000019817,ENSBTAG00000004290
OG8314_0	ENSG00000160062,ENSRNOG00000008300,ENSBTAG00000018199
OG8315_0	ENSG00000140455,ENSRNOG00000017714,ENSBTAG00000008805
OG8316_0	ENSG00000113492,ENSRNOG00000017821,ENSBTAG00000007690
OG8317_0	ENSG00000108666,ENSRNOG00000000237,ENSBTAG00000020994
OG8318_0	ENSG00000143228,ENSRNOG00000002711,ENSBTAG00000007247
OG8319_0	ENSG00000116786,ENSRNOG00000012163,ENSBTAG00000018722
OG8320_0	ENSG00000162763,ENSRNOG00000004356,ENSBTAG00000001686
OG8321_0	ENSG00000143198,ENSRNOG00000004245,ENSBTAG00000010265
OG8322_0	ENSG00000113494,ENSRNOG00000017727,ENSBTAG00000025035
OG8323_0	ENSG00000137218,ENSRNOG00000014328,ENSBTAG00000009861
OG8324_0	ENSG00000074410,ENSRNOG00000017766,ENSBTAG00000019390
OG8325_0	ENSG00000260703,ENSRNOG00000017473,ENSBTAG00000013698
OG8327_0	NONE,ENSRNOG00000010406,ENSBTAG00000007486
OG8328_0	ENSG00000174453,ENSRNOG00000027400,ENSBTAG00000018552
OG8329_0	ENSG00000124641,ENSRNOG00000013852,ENSBTAG00000010100
OG8330_0	ENSG00000165702,ENSRNOG00000011353,ENSBTAG00000012772
OG8331_0	ENSG00000164715,ENSRNOG00000025155,ENSBTAG00000004135
OG8332_0	ENSG00000147533,ENSRNOG00000017956,ENSBTAG00000027626
OG8333_0	ENSG00000138376,ENSRNOG00000014960,ENSBTAG00000033690
OG8334_0	ENSG00000143149,ENSRNOG00000004027,ENSBTAG00000017852
OG8335_0	ENSG00000165699,ENSRNOG00000011470,ENSBTAG00000005190
OG8336_0	ENSG00000101057,ENSRNOG00000007805,ENSBTAG00000007783
OG8337_0	ENSG00000103642,ENSRNOG00000018081,ENSBTAG00000017373
OG8338_0	ENSG00000165698,ENSRNOG00000012697,ENSBTAG00000005189
OG8339_0	ENSG00000261371,ENSRNOG00000043391,ENSBTAG00000012066
OG8340_0	ENSG00000130640,ENSRNOG00000018137,ENSBTAG00000006395
OG8341_0	ENSG00000198546,ENSRNOG00000018272,ENSBTAG00000012416
OG8342_0	ENSG00000125485,ENSRNOG00000013040,ENSBTAG00000003530
OG8343_0	ENSG00000162522,ENSRNOG00000008113,ENSBTAG00000018062
OG8344_0	ENSG00000101438,ENSRNOG00000015393,ENSBTAG00000047894
OG8345_0	ENSG00000188523,ENSRNOG00000028805,ENSBTAG00000019254
OG8346_0	ENSG00000006453,ENSRNOG00000001007,ENSBTAG00000019181
OG8347_0	ENSG00000188783,ENSRNOG00000003120,ENSBTAG00000017834
OG8348_0	ENSG00000148832,ENSRNOG00000018838,ENSBTAG00000018321
OG8349_0	ENSG00000152620,ENSRNOG00000016691,ENSBTAG00000011334
OG8350_0	ENSG00000104883,ENSRNOG00000028100,ENSBTAG00000018894
OG8351_0	ENSG00000106236,ENSRNOG00000001006,ENSBTAG00000045896
OG8352_0	ENSG00000134684,ENSRNOG00000007213,ENSBTAG00000018065
OG8353_0	ENSG00000160097,ENSRNOG00000030238,ENSBTAG00000002184
OG8354_0	ENSG00000138363,ENSRNOG00000015511,ENSBTAG00000019274
OG8355_0	ENSG00000136883,ENSRNOG00000007080,ENSBTAG00000015685
OG8356_0	ENSG00000101457,ENSRNOG00000014933,ENSBTAG00000016743
OG8357_0	ENSG00000004455,ENSRNOG00000000122,ENSBTAG00000017605
OG8358_0	ENSG00000103494,ENSRNOG00000011829,ENSBTAG00000012499
OG8359_0	ENSG00000184719,ENSRNOG00000020705,NONE
OG8360_0	ENSG00000142920,ENSRNOG00000042650,ENSBTAG00000020548
OG8361_0	ENSG00000166971,ENSRNOG00000011956,ENSBTAG00000016250
OG8362_0	ENSG00000197461,ENSRNOG00000001312,ENSBTAG00000014541
OG8363_0	ENSG00000148935,ENSRNOG00000016717,ENSBTAG00000021654
OG8364_0	ENSG00000109103,ENSRNOG00000011060,ENSBTAG00000013096
OG8365_0	ENSG00000107290,ENSRNOG00000013491,ENSBTAG00000024822
OG8366_0	ENSG00000135828,ENSRNOG00000027017,ENSBTAG00000009091
